Name,GarbageType,DetailType,Description,Url
皮革のくつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ビニール靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
磯靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
磯釣り用靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
釣り靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
浴室用靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
室内ばき,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ゴルフ靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
タップシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
スポーツシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ダンスシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ナースサンダル,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ナースシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
革ぐつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
皮の靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
革の靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
エナメル靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
婦人靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
グラディエーターサンダル,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
クロスライト,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
テニスシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
トレッキングブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ウォーキングシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
安全くつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
安全ぐつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
安全長靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
バレーシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ルームシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
バレエシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
スノーシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
トレッキングシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
登山くつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ゴムブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
体育館シューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
紳士サンダル,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
アクアシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
体育館ばき,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
キャラバンシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
山岳靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
フットサルシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
合皮ブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
エンジニアブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
プラスチックブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ボアブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ラバーシューズ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
スリッポン,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
マリンブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ピンヒール,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ゴムぐつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
風呂場のくつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
バッシュ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
かわぐつ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
ショートブーツ,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
スウェードの靴,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
体育館履き,普通ごみ,,少々の金具がついていてもそのまま普通ごみとして出してください,
靴乾燥機,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
シューズ乾燥機,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
靴脱臭機,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
靴クリームの瓶,普通ごみ,,,
つや出し靴クリーム,普通ごみ,,,
靴下止め,普通ごみ,,,
靴下どめ,普通ごみ,,,
靴下の帯巻き(紙製),ミックスペーパー,,,
ソックス,ミックスペーパー,,,
くつ下,ミックスペーパー,,,
靴下の外包装（プラスチック製）,プラスチック製容器包装,,識別表示を確認して出してください。,
靴下の留め金,小物金属,,,
靴下留め具,小物金属,,,
靴下の金具,小物金属,,,
靴下金具,小物金属,,,
ソッパス,小物金属,,,
ソクパス,小物金属,,,
靴下,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
ナイロン靴下,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
クツ下,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
毛糸靴下,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
靴した,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
サッカーストッキング,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
毛糸の靴下,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
スキーソックス,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
軍足,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
ルームソックス,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
ハイソックス,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
靴墨(金属容器),小物金属,,使い切ってから出してください。,
靴ずみの缶,小物金属,,使い切ってから出してください。,
靴クリームの缶,小物金属,,使い切ってから出してください。,
靴墨(プラスチック容器),プラスチック製容器包装,,使い切ってから出してください。（識別表示を確認して出してください。）/汚れのひどいものは普通ごみとして出してください。,
靴ハンガー(金属製),小物金属,,,
靴ハンガー(金属製以外),普通ごみ,,,
靴箱(紙製),ミックスペーパー,,,
シューズ,ミックスペーパー,,,
靴ケース,ミックスペーパー,,,
くつ箱,ミックスペーパー,,,
靴の箱,ミックスペーパー,,,
靴外箱,ミックスペーパー,,,
くつ箱シート,普通ごみ,,,
下駄箱シート,普通ごみ,,,
靴箱の中紙(緩衝材),ミックスペーパー,,,
靴ひも,普通ごみ,,,
靴紐,普通ごみ,,,
靴べら(金属製),小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
靴ベラ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
金属靴べら,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
シューホーン,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
靴べら(金属製以外),普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
靴ホルダー,普通ごみ,,,
靴磨き機,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
靴磨き器,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
靴を購入したときに入っている プラスチック製の詰め物,プラスチック製容器包装,,識別表示を確認して出してください。,
首輪(ペット用),普通ごみ,,,
ペットの首輪,普通ごみ,,,
熊手（金属製）,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。 ,
熊手（金属製以外）,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
くもり止めスプレー(エアゾール缶),空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は生活環境事業所に相談してください。,
くもり止め剤,空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は生活環境事業所に相談してください。,
くもり止めスプレー(スプレータイプ),プラスチック製容器包装,,中身を使いきってから出してください。,
クラクション(カー用品),小物金属,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
クラスターパック,ミックスペーパー,,,
マルチパック,ミックスペーパー,,,
ビールの箱,ミックスペーパー,,,
クラッカー（使用済みのもの）,ミックスペーパー,,紙以外のものは取り除いてください。,
クラッカーのテープ,ミックスペーパー,,紙以外のものは取り除いてください。,
クラフト紙,ミックスペーパー,,,
クラフトペーパー,ミックスペーパー,,,
クリアケース・クリアボックス,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
クリアーケース,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
クリヤーケース,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
コサージュケース,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
造花ケース,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
クリアファイル,普通ごみ,,,
クリアーファイル,普通ごみ,,,
クリヤーファイル,普通ごみ,,,
クリアホルダー,普通ごみ,,,
クリヤホルダー,普通ごみ,,,
クリアーホルダー,普通ごみ,,,
クリヤーホルダー,普通ごみ,,,
クリアポケット,普通ごみ,,,
クリヤポケット,普通ごみ,,,
プラスティックファイル,普通ごみ,,,
クリヤファイル,普通ごみ,,,
クリアシート,普通ごみ,,,
年賀状ファイル,普通ごみ,,,
名刺ファイル,普通ごみ,,,
カードホルダー,普通ごみ,,,
書類ファイル,普通ごみ,,,
透明ファイル,普通ごみ,,,
クリアホルダー（金属製）,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
クリアフォルダー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
クリアブック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
プラスチックホルダー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
書類ホルダー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
クリヤーフォルダー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
はがきホルダー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
はがき入れ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
ハガキホルダー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
クリアーブック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
ジャバラファイル,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
ブックファイル,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
クリアホルダー（金属製以外）,普通ごみ,,,
クリアポスター,ミックスペーパー,,,
ピンナップ,ミックスペーパー,,,
クリーニングにかぶせてある 外のビニール,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングカバー,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングの袋,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニング袋,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニング包装,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングのカバー,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングの外袋,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングふくろ,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングビニール袋,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングのビニール,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングの包装袋,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングの包装ビニール,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングの透明カバー,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニング済みの服のポリ袋,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングビニールカバー,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングのビニール袋,普通ごみ,,クリーニングは役務（サービス）であり、クリーニングのビニールは商品の容器包装ではないため普通ごみとなります。,
クリーニングのハンガー（針金ハンガー）,小物金属,,,
クリーニングハンガー,小物金属,,,
プラスティックハンガー,小物金属,,,
クリーニング用ハンガー,小物金属,,,
クリーニング屋のハンガー,小物金属,,,
クリーニングのハンガー（プラスチック製）,普通ごみ,,,
クリスタル,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
クリスマスツリー,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
ファイバーツリー,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
もみのき,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
クリップ（金属製）,小物金属,,,
ゼムクリップ,小物金属,,,
目玉クリップ,小物金属,,,
めだまクリップ,小物金属,,,
ダブルクリップ,小物金属,,,
マグネットクリップ,小物金属,,,
ゼムピン,小物金属,,,
ペーパークリップ,小物金属,,,
カーテンクリップ,小物金属,,,
クリップ（プラスチック製）,普通ごみ,,,
クリップボード,普通ごみ,,,
クリップライト,小物金属,,,
クリップソケット,小物金属,,,
クリップランプ,小物金属,,,
キャップライト,小物金属,,,
読書ライト,小物金属,,,
クルーザー,その他,,市では収集できません。（FRP船リサイクルセンターに相談してください。）,http://www.marine-jbia.or.jp/
車椅子,粗大ごみ,,,
車いす,粗大ごみ,,,
車イス,粗大ごみ,,,
車いす用転倒防止バー,粗大ごみ,小物金属,最長辺30cm未満は小物金属として出してください。,
転倒防止バー,粗大ごみ,小物金属,最長辺30cm未満は小物金属として出してください。,
車カバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
自動車のカバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
自動車カバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
カーカバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
ボディーカバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
ボディカバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
車のハンドル,その他,,市では収集できません。（販売店等に相談してください。）,
車用ハンドル,その他,,市では収集できません。（販売店等に相談してください。）,
ステアリング,その他,,市では収集できません。（販売店等に相談してください。）,
車ハンドル,その他,,市では収集できません。（販売店等に相談してください。）,
ステアリングホイール,その他,,市では収集できません。（販売店等に相談してください。）,
車のバンパー,普通ごみ,,概ね2mを超えるものや、鉄製品は市では収集できません。（販売店等に相談してください。）,
グリルガード,普通ごみ,,概ね2mを超えるものや、鉄製品は市では収集できません。（販売店等に相談してください。）,
リヤバンパー,普通ごみ,,概ね2mを超えるものや、鉄製品は市では収集できません。（販売店等に相談してください。）,
車のマフラー,その他,,市では収集できません。（販売店等に相談してください。）,
バイクのマフラー,その他,,市では収集できません。（販売店等に相談してください。）,
バイクマフラー,その他,,市では収集できません。（販売店等に相談してください。）,
自動車用マフラー,その他,,市では収集できません。（販売店等に相談してください。）,
車マフラー,その他,,市では収集できません。（販売店等に相談してください。）,
オートバイのマフラー,その他,,市では収集できません。（販売店等に相談してください。）,
マフラーカッター,その他,,市では収集できません。（販売店等に相談してください。）,
クレードル,小物金属,,,
クレイドル,小物金属,,,
卓上クレードル,小物金属,,,
ドッキングステーション,小物金属,,,
ポートリプリケーター,小物金属,,,
クレードル(携帯電子機器の拡張機器),小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
クレープ紙,ミックスペーパー,,汚れのひどいものは普通ごみとして出してください。,
クレープペーパー、クレープ包装紙,ミックスペーパー,,汚れのひどいものは普通ごみとして出してください。,
クレヨンケース(紙製),ミックスペーパー,,,
クレヨンケース(金属製),小物金属,,,
クレヨンケース(プラスチック製),プラスチック製容器包装,,識別表示を確認して出してください。,
鍬(くわ),粗大ごみ,,,
園芸用くわ,粗大ごみ,,,
勲章,小物金属,,,
燻製機,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
スモーカー,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
グラスウール,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
ガラスファイバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
ガラス繊維,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
ガラス綿,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
グラスファイバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
ガラスウール,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
グラススタンド（金属製以外）,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
コップスタンド,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
グラススタンド（金属製）,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
グラスバスケット,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
グラフ用紙,ミックスペーパー,,,
グリップ（金属製）,小物金属,,,
ゴルフクラブのグリップ,小物金属,,,
ゴルフグリップ,小物金属,,,
自転車のグリップ,小物金属,,,
グリップ（金属製以外）,普通ごみ,,,
グリップテープ,普通ごみ,,,
グリル敷石,普通ごみ,,少量ずつ出すようにしてください。/多量に出さなくてはならない場合は生活環境事業所に相談してください。,
グリルの敷石,普通ごみ,,少量ずつ出すようにしてください。/多量に出さなくてはならない場合は生活環境事業所に相談してください。,
グルーガン,小物金属,,,
グレーチング,粗大ごみ,,,
U字講ふた,粗大ごみ,,,
グローブ(野球・ボクシング等),普通ごみ,,,
グラブ,普通ごみ,,,
ミット,普通ごみ,,,
パンチミット,普通ごみ,,,
パンチングミット,普通ごみ,,,
ボクシンググローブ,普通ごみ,,,
スキーグローブ,普通ごみ,,,
スキー手袋,普通ごみ,,,
野球グローブ,普通ごみ,,,
キーパーグローブ,普通ごみ,,,
ボクシングミット,普通ごみ,,,
野球グラブ,普通ごみ,,,
野球ミット,普通ごみ,,,
軍手,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
蛍光管,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
水銀灯,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
天井灯,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
丸型蛍光灯,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
電球型蛍光灯,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
パルック,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
電燈,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
サークライン,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
蛍光灯,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
豆球,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
蛍光ランプ,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
蛍光筒,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
シリンダライト,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
観賞魚用蛍光灯管,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
水槽照明,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
螢光灯,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
サークル蛍光灯,普通ごみ,,厚紙等（蛍光管の箱等）に包み「蛍光管」と表示して普通ごみの収集日に、生ごみ等の袋と分けて出してください。/生活環境事業所でもお出しいただけます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
